"Time","T0104","","T0104","","T0104","","T0104","","T0104","","T0104","","T0104",""
"and","10.00","","400.00","","430.00","","500.00","","515.00","","550.00","","750.00",""
"Date","Pioggia (mm)","","Temp. aria (°C)","","Umidita' aria (%)","","Dir. Vento (°)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
"","Total","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Total","Qual"
00:00:00 11/04/2012,        10.0,    140,        -2.8,      1,       100.0,      1,         103,    145,         3.6,    145,       777.7,    145,      5793.3,    145
00:00:00 12/04/2012,         0.0,    140,        -2.7,      1,        96.0,      1,         255,    145,         1.7,    145,       780.2,    145,     17543.1,    145
00:00:00 13/04/2012,         0.8,    140,        -1.0,      1,        98.6,      1,          85,    145,         2.4,    145,       779.2,    145,     10961.5,    145
00:00:00 14/04/2012,         0.8,    140,        -0.8,      1,        99.6,      1,          44,    145,         2.3,    145,       775.1,    145,      8585.4,    145
00:00:00 15/04/2012,         9.0,    140,        -0.7,      1,        99.9,      1,          73,    145,         2.9,    145,       776.4,    145,      8111.4,    145
00:00:00 16/04/2012,         1.0,    140,        -0.9,      1,        81.8,      1,          74,    145,         3.0,    145,       782.0,    145,     12998.3,    145
00:00:00 17/04/2012,         0.0,    140,        -2.0,      1,        72.2,      1,          68,    145,         1.2,    145,       783.1,    145,     19461.4,    145
00:00:00 18/04/2012,         4.6,    140,        -2.0,      1,        97.3,      1,         172,    145,         1.9,    145,       776.7,    145,     10213.7,    145
00:00:00 19/04/2012,         2.0,    140,        -1.9,      1,        92.4,      1,         223,    145,         1.7,    145,       774.3,    145,     12855.9,    145
00:00:00 20/04/2012,         2.0,    140,        -1.6,      1,        98.1,      1,         237,    145,         1.5,    145,       775.9,    145,     11036.1,    145
00:00:00 21/04/2012,         0.4,    140,        -0.8,      1,        88.1,      1,         238,    145,         2.6,    145,       782.8,    145,     22139.9,    145
00:00:00 22/04/2012,         5.0,    140,        -1.7,      1,        97.9,      1,         244,    145,         2.6,    145,       783.9,    145,      9818.4,    145
00:00:00 23/04/2012,         1.0,    140,        -2.4,      1,        89.0,      1,         265,    145,         2.0,    145,       784.1,    145,     10430.0,    145
00:00:00 24/04/2012,        10.2,    140,        -2.7,      1,       100.0,      1,          78,    145,         2.7,    145,       779.1,    145,      9787.4,    145
00:00:00 25/04/2012,         1.0,    140,        -1.3,      1,        92.2,      1,          65,    145,         2.7,    145,       787.4,    145,     14862.8,    145
00:00:00 26/04/2012,         0.0,    140,         3.3,      1,        77.5,      1,          65,    145,         2.9,    145,       794.5,    145,     14860.9,    145
00:00:00 27/04/2012,         0.0,    140,         9.0,      1,        52.2,      1,          65,    145,         2.4,    145,       799.6,    145,     14860.6,    145
00:00:00 28/04/2012,         0.0,    140,        10.1,      1,        48.9,      1,          65,    145,         2.1,    145,       800.7,    145,     14860.8,    145
00:00:00 29/04/2012,         0.0,    140,         6.7,      1,        73.9,      1,          65,    145,         2.8,    145,       797.5,    145,     14861.2,    145
00:00:00 30/04/2012,         0.8,    140,         5.4,      1,        94.2,      1,          64,    145,         2.4,    145,       796.2,    145,     14860.9,    145
00:00:00 01/05/2012,         3.2,    140,         5.2,      1,        92.0,      1,          87,    145,         2.7,    145,       796.0,    145,     12055.4,    145
00:00:00 02/05/2012,         0.4,    140,         5.3,      1,        85.3,      1,          87,    145,         1.9,    145,       794.3,    145,     13881.5,    145
00:00:00 03/05/2012,         0.6,    140,         5.2,      1,        78.5,      1,          93,    145,         1.9,    145,       790.1,    145,     18968.3,    145
00:00:00 04/05/2012,         0.6,    140,         5.1,      1,        81.2,      1,         263,    145,         1.6,    145,       788.2,    145,     19464.0,    145
00:00:00 05/05/2012,         1.6,    140,         2.6,      1,        95.2,      1,         260,    145,         2.3,    145,       787.5,    145,      9447.4,    145
00:00:00 06/05/2012,         2.0,    140,         2.1,      1,        99.7,      1,         249,    145,         2.2,    145,       788.9,    145,      8681.6,    145
00:00:00 07/05/2012,         0.4,    140,         3.2,      1,        84.9,      1,         209,    145,         1.5,    145,       792.6,    145,     13774.4,    145
00:00:00 08/05/2012,         0.0,    140,         4.6,      1,        86.4,      1,         256,    145,         1.8,    145,       796.0,    145,     18303.0,    145
00:00:00 09/05/2012,         0.6,    140,         6.8,      1,        83.0,    140,         108,    145,         1.6,    145,       798.2,    145,     15902.0,    145
00:00:00 10/05/2012,         0.0,    140,        10.5,      1,        70.3,      1,          93,    145,         1.7,    145,       803.9,    145,     20046.0,    145
00:00:00 11/05/2012,         0.0,    140,        13.0,      1,        67.1,      1,         279,    145,         1.8,    145,       806.0,    145,     25810.7,    145
00:00:00 12/05/2012,         1.8,    140,        12.2,      1,        72.9,    140,         259,    145,         2.3,    145,       801.8,    145,     16277.2,    145
00:00:00 13/05/2012,         0.0,    140,         3.2,      1,        81.6,    140,          93,    145,         3.7,    145,       794.8,    145,     14093.0,    145
00:00:00 14/05/2012,         0.0,    140,         1.6,      1,        55.4,      1,          84,    145,         3.1,    145,       790.3,    145,     28040.8,    145
00:00:00 15/05/2012,         0.0,    140,         3.0,      1,        74.6,      1,         241,    145,         2.3,    145,       787.0,    145,     25624.1,    145
00:00:00 16/05/2012,         4.2,    140,        -2.6,      1,        71.5,      1,          51,    145,         3.4,    145,       787.7,    145,      6500.5,    145
00:00:00 17/05/2012,         0.0,    140,         0.5,      1,        45.5,      1,         289,    145,         2.2,    145,       793.0,    145,     28043.4,    145
00:00:00 18/05/2012,         0.0,    140,         3.8,      1,        71.5,      1,         226,    145,         2.4,    145,       792.8,    145,     24414.0,    145
00:00:00 19/05/2012,         0.0,    140,         7.2,      1,        67.8,      1,          90,    145,         2.2,    145,       794.3,    145,     24539.8,    145
00:00:00 20/05/2012,         7.8,    140,         6.1,      1,        80.2,      1,         209,    145,         2.1,    145,       792.3,    145,     11463.1,    145
00:00:00 21/05/2012,        27.6,    140,         1.0,      1,       100.0,      1,          59,    145,         2.9,    145,       784.4,    145,      4229.2,    145
00:00:00 22/05/2012,         0.4,    140,         3.7,      1,        87.9,    140,          51,    145,         1.9,    145,       786.4,    145,     17536.4,    145
00:00:00 23/05/2012,         0.2,    140,        10.3,      1,        60.7,      1,          65,    145,         3.2,    145,       795.8,    145,     23570.2,    145
00:00:00 24/05/2012,         0.0,    140,        10.9,      1,        51.6,      1,          70,    145,         3.0,    145,       800.2,    145,     18322.8,    145
00:00:00 25/05/2012,         3.4,    140,         8.2,      1,        69.2,    140,         103,    145,         1.6,    145,       797.7,    145,     16132.2,    145
00:00:00 26/05/2012,         0.4,    140,         5.5,      1,        93.8,    140,         135,    145,         1.7,    145,       796.1,    145,     14222.9,    145
00:00:00 27/05/2012,         2.8,    140,         4.5,      1,        96.8,    140,         255,    145,         1.7,    145,       795.8,    145,     12833.6,    145
00:00:00 28/05/2012,         0.8,    140,         6.2,      1,        73.2,      1,         279,    145,         1.5,    145,       794.0,    145,     15059.0,    145
00:00:00 29/05/2012,         0.0,    140,         8.1,      1,        58.0,      1,         320,    145,         2.3,    145,       794.2,    145,     16409.5,    145
00:00:00 30/05/2012,         0.0,    140,         8.9,      1,        62.0,      1,         253,    145,         1.7,    145,       797.8,    145,     16730.5,    145
00:00:00 31/05/2012,         6.0,    140,         8.8,      1,        84.3,    140,         261,    145,         1.6,    145,       798.3,    145,     15775.9,    145
00:00:00 01/06/2012,         0.0,    140,        10.4,      1,        72.8,    140,         263,    145,         3.0,    145,       795.2,    145,     21361.4,    145
00:00:00 02/06/2012,         0.0,    140,        10.8,      1,        86.9,    140,         244,    145,         2.5,    145,       796.2,    145,     21369.6,    145
00:00:00 03/06/2012,         0.0,    140,        10.0,      1,        91.3,    140,         243,    145,         2.9,    145,       795.3,    145,     10881.1,    145
00:00:00 04/06/2012,        30.2,    140,         5.2,      1,        95.3,    140,         231,    145,         3.6,    145,       789.8,    145,      4365.4,    145
00:00:00 05/06/2012,         0.0,    140,         7.3,      1,        59.6,      1,         272,    145,         2.2,    145,       792.4,    145,     28418.4,    145
00:00:00 06/06/2012,         0.0,    140,         7.7,      1,        93.4,    140,         245,    145,         2.2,    145,       793.3,    145,     12307.5,    145
00:00:00 07/06/2012,         0.0,    140,         9.6,      1,        90.5,    140,         246,    145,         2.2,    145,       793.9,    145,     18569.1,    145
00:00:00 08/06/2012,         1.6,    140,         9.7,      1,        86.5,    140,         244,    145,         2.8,    145,       795.0,    145,      8523.8,    145
00:00:00 09/06/2012,         0.0,    140,         9.6,      1,        93.3,    140,         184,    145,         2.7,    145,       794.6,    145,     14444.4,    145
00:00:00 10/06/2012,         6.8,    140,         6.3,      1,        99.4,    140,         191,    145,         2.0,    145,       789.9,    145,      6527.3,    145
00:00:00 11/06/2012,        17.8,    140,         5.4,      1,       100.0,    140,         250,    145,         1.5,    145,       786.2,    145,      7207.6,    145
00:00:00 12/06/2012,        21.8,    140,         3.5,      1,        99.8,    140,         243,    145,         2.4,    145,       783.7,    145,      6680.2,    145
00:00:00 13/06/2012,         3.6,    140,         4.6,      1,        86.9,      1,         259,    145,         2.0,    145,       791.3,    145,      2985.5,    140
00:00:00 14/06/2012,         0.0,    140,         6.3,      1,        82.1,    140,         249,    145,         1.5,    145,       796.9,    145,      2985.3,    140
00:00:00 15/06/2012,         0.0,    140,        10.4,      1,        79.2,    140,         216,    145,         1.6,    145,       801.1,    145,      2980.8,    140
00:00:00 16/06/2012,         0.0,    140,        12.8,      1,        80.4,    140,         337,    145,         1.9,    145,       802.7,    145,      2979.3,    140
00:00:00 17/06/2012,         0.2,    140,        14.1,      1,        73.6,    140,          83,    145,         2.1,    145,       803.1,    145,      2979.4,    140
00:00:00 18/06/2012,         0.0,    140,        15.1,      1,        66.3,    140,         131,    145,         1.7,    145,       802.4,    145,      2983.4,    140
00:00:00 19/06/2012,         3.8,    140,        14.4,      1,        85.2,    140,          89,    145,         2.0,    145,       801.8,    145,      2982.0,    140
00:00:00 20/06/2012,         2.2,    140,        14.7,      1,        74.9,    140,         259,    145,         2.2,    145,       799.2,    145,      2979.5,    140
00:00:00 21/06/2012,         0.2,    140,        14.7,      1,        72.1,    140,         278,    145,         2.0,    145,       796.1,    145,      2980.8,    140
00:00:00 22/06/2012,         6.6,    140,        12.7,      1,        74.4,      1,          56,    145,         2.2,    145,       799.3,    145,      2982.0,    140
00:00:00 23/06/2012,         0.6,    140,        11.0,      1,        91.0,    140,          99,    145,         1.6,    145,       802.1,    145,      2921.7,    140
00:00:00 24/06/2012,         0.0,    140,        12.0,      1,        89.8,    140,         238,    145,         1.7,    145,       800.6,    145,      2980.2,    140
